Age,Country,Education,PreferredWorkEnvironment,SalaryImportance,WorkLifeBalance,CareerGrowth,Entrepreneurship,CareerSatisfaction,PursueHigherEd,StayWithEmployer3Years
27,Australia,PhD,Freelance,Less Important,High Priority,Medium,Yes,1,0,0
25,Canada,High School,Office,Moderate,Low Priority,Medium,No,3,0,0
28,Canada,High School,Freelance,Important,High Priority,Low,No,2,0,0
24,Australia,Masters,Freelance,Moderate,Low Priority,Medium,Yes,5,0,1
18,Singapore,Bachelors,Office,Moderate,Low Priority,High,No,4,1,1
19,Australia,Masters,Freelance,Important,High Priority,Medium,Yes,5,0,0
20,USA,Bachelors,Remote,Less Important,Medium Priority,Low,Maybe,2,1,1
18,Germany,Masters,Hybrid,Moderate,Medium Priority,Low,Yes,5,0,1
26,Germany,Bachelors,Freelance,Moderate,High Priority,Medium,No,4,1,1
25,Australia,Bachelors,Office,Less Important,Low Priority,Low,No,1,1,1
19,USA,Bachelors,Hybrid,Less Important,Medium Priority,Low,No,4,1,0
26,Germany,Bachelors,Remote,Very Important,High Priority,High,No,4,1,1
24,USA,Bachelors,Freelance,Moderate,High Priority,Medium,Yes,4,0,0
26,USA,High School,Freelance,Very Important,Low Priority,High,Yes,5,1,1
23,Canada,Bachelors,Hybrid,Important,Medium Priority,High,Maybe,2,0,1
23,Germany,Bachelors,Freelance,Less Important,High Priority,Low,Yes,4,1,1
28,Germany,Masters,Office,Less Important,Medium Priority,High,Maybe,5,0,1
21,Canada,Bachelors,Hybrid,Very Important,High Priority,Medium,Yes,2,0,1
27,Australia,Bachelors,Hybrid,Moderate,High Priority,Medium,Yes,1,1,0
27,Canada,High School,Freelance,Important,High Priority,Medium,No,4,0,0
19,Germany,Bachelors,Remote,Moderate,Low Priority,High,Maybe,3,0,0
24,Germany,Bachelors,Remote,Moderate,Low Priority,Medium,No,5,0,0
22,Singapore,Masters,Remote,Very Important,Low Priority,Medium,No,1,1,0
28,Australia,Masters,Remote,Moderate,Medium Priority,High,Yes,1,1,1
23,Canada,High School,Hybrid,Very Important,Low Priority,High,Yes,1,1,0
19,India,Masters,Hybrid,Less Important,Low Priority,High,Maybe,5,1,1
22,India,High School,Freelance,Less Important,Medium Priority,High,Maybe,2,0,1
27,Australia,Bachelors,Remote,Less Important,Medium Priority,Low,Yes,3,0,1
21,Canada,Bachelors,Remote,Important,Medium Priority,High,Maybe,2,1,1
26,Canada,High School,Freelance,Important,Medium Priority,High,Yes,4,1,0
23,USA,Bachelors,Freelance,Moderate,Low Priority,Medium,Yes,3,0,1
19,Germany,High School,Freelance,Very Important,Low Priority,Medium,Yes,2,0,0
18,UK,High School,Office,Moderate,Medium Priority,High,Maybe,4,0,1
22,Singapore,Bachelors,Freelance,Less Important,Low Priority,High,No,3,0,1
26,Australia,Bachelors,Freelance,Moderate,High Priority,High,Maybe,5,0,0
23,UK,Masters,Office,Moderate,Low Priority,Medium,No,4,0,0
27,UK,Bachelors,Remote,Moderate,High Priority,Medium,Maybe,2,0,1
29,Australia,Bachelors,Hybrid,Less Important,Medium Priority,High,No,3,0,1
24,Canada,Bachelors,Remote,Very Important,Medium Priority,Medium,No,4,1,1
22,Australia,High School,Hybrid,Moderate,Low Priority,Medium,Maybe,4,1,0
27,UK,High School,Hybrid,Less Important,Medium Priority,High,Maybe,5,0,0
23,Germany,Bachelors,Freelance,Important,Low Priority,Medium,No,4,0,0
22,Singapore,Bachelors,Freelance,Very Important,Low Priority,High,Yes,3,1,1
28,Singapore,Bachelors,Office,Less Important,Low Priority,Low,No,1,0,1
26,Germany,Bachelors,Remote,Moderate,Low Priority,Low,No,3,1,0
23,Germany,Bachelors,Remote,Less Important,High Priority,Low,Yes,3,0,0
28,Canada,High School,Hybrid,Very Important,High Priority,Medium,No,5,1,1
25,India,High School,Freelance,Moderate,Medium Priority,Low,Yes,5,0,0
19,Australia,Masters,Freelance,Important,High Priority,Medium,Yes,4,0,1
29,Singapore,Bachelors,Remote,Important,Medium Priority,High,Maybe,5,1,1
26,Germany,Masters,Office,Important,Medium Priority,Low,No,4,1,0
22,Australia,High School,Freelance,Less Important,Low Priority,Medium,No,1,0,0
24,Singapore,PhD,Office,Very Important,Low Priority,Low,Yes,2,1,1
27,Germany,High School,Remote,Important,Low Priority,Medium,No,5,0,0
18,Singapore,High School,Remote,Moderate,Low Priority,Medium,Yes,5,1,1
27,Canada,PhD,Office,Moderate,Low Priority,High,No,1,0,0
22,India,Bachelors,Freelance,Moderate,Low Priority,Medium,No,5,0,0
29,India,Bachelors,Remote,Less Important,High Priority,Medium,Yes,1,1,1
27,Germany,High School,Hybrid,Very Important,Medium Priority,Low,Yes,4,0,1
19,Singapore,Bachelors,Remote,Very Important,Medium Priority,High,No,5,0,0
29,Canada,Masters,Freelance,Important,Low Priority,Medium,No,5,0,0
23,USA,Bachelors,Hybrid,Very Important,High Priority,Low,Yes,4,0,1
28,Australia,Bachelors,Remote,Moderate,Low Priority,High,Maybe,5,1,1
18,Australia,High School,Freelance,Moderate,High Priority,Medium,Maybe,3,0,0
20,UK,Bachelors,Freelance,Less Important,High Priority,Low,No,1,1,1
22,Canada,Bachelors,Remote,Moderate,Medium Priority,High,No,2,0,0
21,Singapore,High School,Freelance,Very Important,Medium Priority,High,No,3,0,0
20,UK,Bachelors,Office,Moderate,High Priority,High,Yes,2,0,1
27,Germany,High School,Hybrid,Important,Medium Priority,High,No,3,1,1
22,Singapore,Masters,Office,Less Important,High Priority,Medium,No,3,0,0
28,UK,Bachelors,Remote,Less Important,High Priority,Medium,No,3,0,0
25,India,High School,Office,Very Important,High Priority,High,Maybe,1,0,0
28,Australia,Bachelors,Remote,Moderate,Medium Priority,High,No,2,1,1
21,Singapore,Bachelors,Remote,Moderate,Low Priority,Medium,No,4,0,0
18,UK,Bachelors,Freelance,Very Important,Medium Priority,Low,Yes,4,1,0
28,India,PhD,Freelance,Very Important,Low Priority,High,Maybe,5,0,0
24,Canada,Bachelors,Remote,Important,Medium Priority,Medium,Yes,1,0,0
25,UK,Masters,Hybrid,Very Important,Medium Priority,Medium,No,1,0,1
20,Germany,Bachelors,Hybrid,Moderate,Low Priority,Low,No,1,0,0
23,Germany,High School,Hybrid,Important,High Priority,Medium,No,3,0,1
19,Germany,Bachelors,Office,Less Important,Low Priority,High,No,1,1,0
24,Singapore,Bachelors,Remote,Moderate,High Priority,Medium,No,4,0,1
25,Australia,Bachelors,Freelance,Less Important,High Priority,High,Yes,1,0,0
23,UK,Masters,Office,Less Important,Medium Priority,Medium,No,3,0,0
23,Canada,Bachelors,Office,Less Important,Medium Priority,High,No,2,0,0
22,UK,Masters,Freelance,Moderate,Medium Priority,High,Maybe,1,0,1
25,Australia,Masters,Remote,Less Important,Medium Priority,Medium,Maybe,2,1,1
18,India,Bachelors,Office,Moderate,Medium Priority,High,No,5,0,0
27,Australia,Bachelors,Remote,Less Important,Low Priority,Medium,No,3,1,0
21,Germany,Bachelors,Remote,Very Important,Low Priority,Medium,No,1,0,0
21,Singapore,PhD,Remote,Very Important,Low Priority,Medium,No,5,0,1
20,India,Bachelors,Freelance,Moderate,Low Priority,High,No,5,0,1
20,Singapore,High School,Remote,Less Important,Medium Priority,Medium,No,2,0,1
21,Germany,Bachelors,Office,Less Important,Low Priority,Low,Yes,4,0,1
28,USA,Bachelors,Freelance,Less Important,Low Priority,High,Yes,4,0,0
18,Australia,High School,Freelance,Very Important,High Priority,Low,Yes,4,0,1
28,Australia,High School,Office,Less Important,Medium Priority,Low,Maybe,4,1,0
28,Canada,Bachelors,Freelance,Less Important,Low Priority,Low,No,3,0,1
19,UK,Bachelors,Office,Moderate,Low Priority,Low,Maybe,1,1,0
26,India,Bachelors,Hybrid,Less Important,Low Priority,Medium,Maybe,1,0,0
27,Singapore,Bachelors,Office,Very Important,Medium Priority,Low,Maybe,3,1,0
19,India,High School,Freelance,Less Important,Low Priority,High,Yes,2,0,0
22,Canada,Bachelors,Office,Very Important,High Priority,Low,No,1,0,1
26,Canada,Bachelors,Hybrid,Very Important,Medium Priority,Low,No,5,1,1
26,Singapore,High School,Remote,Important,High Priority,Low,Maybe,1,0,1
25,UK,Bachelors,Remote,Very Important,Medium Priority,Medium,Yes,3,0,1
18,Singapore,Bachelors,Remote,Important,Low Priority,Low,Maybe,2,0,0
18,Singapore,High School,Freelance,Important,Medium Priority,Low,Maybe,1,0,1
26,Germany,High School,Hybrid,Less Important,Medium Priority,Low,No,3,1,1
28,UK,High School,Office,Important,Medium Priority,High,Yes,5,1,1
25,Australia,Masters,Office,Moderate,High Priority,Medium,No,4,1,0
27,Germany,Masters,Office,Very Important,Medium Priority,Medium,Maybe,5,1,0
26,USA,Masters,Office,Moderate,Low Priority,Medium,No,5,0,0
24,UK,Bachelors,Freelance,Important,Medium Priority,High,Maybe,2,0,1
20,Canada,Bachelors,Freelance,Less Important,Medium Priority,Low,Yes,1,1,1
20,Germany,Bachelors,Hybrid,Very Important,Low Priority,High,No,4,0,0
19,UK,Bachelors,Office,Moderate,Low Priority,Medium,No,3,0,1
22,India,High School,Remote,Less Important,High Priority,Medium,No,4,0,0
29,Singapore,Bachelors,Freelance,Important,Low Priority,Medium,No,1,1,0
29,USA,Masters,Hybrid,Less Important,Low Priority,High,No,2,0,1
20,Australia,Bachelors,Hybrid,Moderate,Low Priority,Medium,Yes,1,1,0
23,Singapore,Bachelors,Freelance,Less Important,Medium Priority,Low,Yes,3,0,0
19,India,Bachelors,Remote,Moderate,High Priority,High,No,4,0,1
29,India,Bachelors,Remote,Less Important,Low Priority,Low,Maybe,5,1,1
20,USA,Bachelors,Office,Very Important,Low Priority,Medium,Maybe,1,1,1
22,Australia,Masters,Freelance,Less Important,Low Priority,Medium,No,2,0,0
29,Canada,Bachelors,Remote,Very Important,Medium Priority,High,No,2,0,0
28,Germany,Masters,Freelance,Moderate,Medium Priority,Low,Yes,4,0,0
28,Australia,Bachelors,Hybrid,Very Important,High Priority,High,Yes,5,1,1
18,UK,Masters,Hybrid,Less Important,High Priority,Low,No,3,0,0
18,India,Bachelors,Hybrid,Very Important,Medium Priority,Medium,No,5,0,0
27,UK,Bachelors,Freelance,Moderate,Low Priority,High,Maybe,4,1,0
26,Canada,Bachelors,Office,Less Important,Low Priority,High,Yes,5,0,1
24,UK,Bachelors,Office,Very Important,High Priority,Low,No,4,0,0
18,Australia,PhD,Remote,Very Important,Low Priority,Medium,Yes,5,1,0
29,UK,High School,Freelance,Important,Medium Priority,Medium,No,1,1,0
25,Canada,High School,Office,Very Important,High Priority,Low,No,2,1,0
20,Canada,Masters,Freelance,Important,Medium Priority,Low,No,4,0,0
25,Canada,Bachelors,Office,Moderate,Medium Priority,Low,No,4,1,0
22,Australia,Bachelors,Hybrid,Important,Low Priority,Low,Maybe,2,1,1
18,Canada,Bachelors,Hybrid,Moderate,Medium Priority,Low,No,3,0,0
24,India,High School,Remote,Very Important,Medium Priority,Medium,Maybe,4,1,0
22,Singapore,Masters,Hybrid,Very Important,Low Priority,Medium,Maybe,1,0,0
23,Canada,Bachelors,Office,Important,Medium Priority,High,No,5,1,1
23,UK,Bachelors,Remote,Moderate,Low Priority,Medium,Yes,1,1,0
25,Germany,Bachelors,Remote,Very Important,Medium Priority,Low,Yes,4,1,1
26,UK,Masters,Hybrid,Important,Low Priority,Medium,No,3,0,1
19,Germany,High School,Freelance,Important,Low Priority,Medium,No,4,1,0
26,UK,Masters,Hybrid,Important,High Priority,Medium,No,3,0,0
29,Australia,Bachelors,Hybrid,Very Important,Medium Priority,High,Yes,2,1,1
28,UK,Bachelors,Remote,Moderate,Medium Priority,High,Yes,5,1,1
27,Australia,Masters,Hybrid,Very Important,High Priority,Low,No,1,0,1
26,Australia,Bachelors,Office,Less Important,Low Priority,Low,Yes,3,0,1
27,Canada,Bachelors,Remote,Less Important,Low Priority,High,Maybe,1,1,0
27,India,Bachelors,Hybrid,Very Important,High Priority,Medium,Yes,2,0,1
24,Germany,Bachelors,Freelance,Moderate,High Priority,Medium,Yes,4,1,0
18,Canada,Bachelors,Office,Important,Low Priority,High,No,3,0,1
24,Canada,PhD,Freelance,Less Important,Low Priority,Low,Maybe,5,1,1
27,Singapore,Masters,Office,Less Important,High Priority,Medium,No,3,0,0
22,Australia,Bachelors,Freelance,Very Important,Medium Priority,Low,Yes,4,0,0
23,Australia,Bachelors,Hybrid,Less Important,Low Priority,Medium,Maybe,4,1,0
27,Germany,High School,Office,Less Important,High Priority,Low,No,5,1,0
24,UK,High School,Remote,Important,Medium Priority,Medium,Yes,5,0,1
22,UK,Bachelors,Remote,Important,Medium Priority,Low,Maybe,2,1,1
24,Canada,Masters,Freelance,Moderate,Medium Priority,Low,No,1,0,1
26,USA,Bachelors,Freelance,Less Important,Medium Priority,Low,Maybe,3,1,0
20,USA,Masters,Freelance,Moderate,High Priority,High,Yes,2,0,0
25,UK,High School,Office,Moderate,Low Priority,Low,No,1,0,0
19,USA,Bachelors,Remote,Important,Medium Priority,High,Yes,2,0,0
28,Singapore,High School,Hybrid,Important,Medium Priority,High,Maybe,5,0,1
24,UK,Bachelors,Office,Very Important,High Priority,Low,Yes,5,1,1
19,Australia,High School,Freelance,Important,Medium Priority,High,Maybe,4,1,0
21,Canada,PhD,Remote,Moderate,High Priority,High,No,3,0,1
24,India,High School,Freelance,Less Important,High Priority,High,Yes,3,0,0
20,Canada,Masters,Hybrid,Moderate,Low Priority,Medium,No,3,1,0
19,UK,Bachelors,Hybrid,Moderate,Medium Priority,Low,No,2,0,0
28,Singapore,PhD,Remote,Moderate,Low Priority,High,No,2,0,1
27,UK,Bachelors,Office,Important,High Priority,Low,No,3,0,1
24,Canada,Masters,Hybrid,Moderate,Medium Priority,High,Yes,4,0,0
18,Singapore,High School,Hybrid,Very Important,High Priority,Low,Yes,1,0,1
25,Singapore,Bachelors,Hybrid,Less Important,High Priority,High,No,2,1,1
20,Singapore,Masters,Hybrid,Important,High Priority,Medium,No,3,0,0
29,Germany,High School,Freelance,Moderate,Medium Priority,Medium,Maybe,5,1,1
29,UK,High School,Freelance,Very Important,High Priority,Medium,No,2,0,1
19,USA,Bachelors,Office,Less Important,High Priority,High,Maybe,1,0,0
20,USA,Masters,Remote,Moderate,Medium Priority,Low,Maybe,2,0,1
22,UK,Bachelors,Remote,Less Important,Low Priority,High,No,1,1,0
28,UK,Bachelors,Remote,Important,High Priority,Medium,Yes,1,0,1
25,Germany,High School,Hybrid,Important,Low Priority,High,Maybe,2,0,1
27,USA,High School,Freelance,Very Important,Low Priority,Low,Yes,1,1,0
24,UK,Masters,Freelance,Important,Low Priority,Medium,No,2,0,0
24,UK,High School,Office,Very Important,Low Priority,High,No,2,1,0
29,Germany,Bachelors,Remote,Moderate,Low Priority,Low,No,4,1,0
24,Germany,Masters,Freelance,Less Important,Low Priority,Medium,No,5,0,0
25,Canada,High School,Office,Important,Medium Priority,Low,Maybe,1,0,1
18,Germany,Bachelors,Remote,Less Important,Medium Priority,Low,Maybe,2,0,0
21,India,High School,Hybrid,Less Important,Low Priority,Medium,Yes,1,1,0
23,USA,Bachelors,Freelance,Moderate,Medium Priority,High,Yes,2,0,1
26,Canada,High School,Freelance,Moderate,Medium Priority,High,Maybe,2,1,1
19,India,Bachelors,Remote,Important,Low Priority,High,No,2,1,0
18,UK,Bachelors,Hybrid,Moderate,Low Priority,High,Yes,5,0,1
27,UK,Bachelors,Hybrid,Less Important,High Priority,Low,Maybe,1,1,1
29,Canada,Bachelors,Freelance,Very Important,Medium Priority,High,Yes,5,0,0
19,Germany,High School,Remote,Very Important,Low Priority,High,Maybe,5,0,0
24,Singapore,Bachelors,Office,Very Important,Medium Priority,Low,No,5,1,1
20,Singapore,Bachelors,Freelance,Important,Medium Priority,Low,Maybe,5,0,1
27,UK,Bachelors,Hybrid,Moderate,Medium Priority,Medium,Yes,4,0,0
19,Singapore,High School,Office,Moderate,High Priority,Low,Maybe,1,1,0
28,Australia,Bachelors,Remote,Moderate,Low Priority,Medium,Yes,1,1,1
24,Canada,High School,Hybrid,Moderate,Medium Priority,Medium,Yes,2,0,1
19,India,Bachelors,Office,Less Important,Low Priority,High,Yes,1,1,1
20,Canada,High School,Freelance,Very Important,Medium Priority,High,No,5,0,1
28,USA,Bachelors,Hybrid,Less Important,Low Priority,High,No,3,1,1
24,Germany,Bachelors,Remote,Important,Low Priority,Low,Maybe,1,1,1
21,Germany,Masters,Hybrid,Very Important,Low Priority,Low,Maybe,3,0,1
18,Canada,Masters,Freelance,Very Important,Medium Priority,High,Yes,4,0,1
22,UK,High School,Remote,Less Important,High Priority,High,No,2,1,0
29,UK,Bachelors,Freelance,Important,Low Priority,Low,Maybe,2,1,1
26,Australia,High School,Office,Important,High Priority,Medium,Maybe,2,0,0
25,Australia,Bachelors,Hybrid,Very Important,Low Priority,Medium,No,4,0,0
29,Germany,Bachelors,Freelance,Moderate,High Priority,High,Yes,5,0,1
26,Australia,Bachelors,Office,Important,Low Priority,High,Maybe,3,0,0
27,India,Bachelors,Remote,Less Important,High Priority,High,Yes,1,1,0
26,Australia,Bachelors,Remote,Important,Low Priority,Medium,No,5,0,1
24,India,Bachelors,Office,Very Important,Low Priority,High,No,2,1,1
21,Australia,High School,Office,Moderate,High Priority,Medium,Maybe,2,1,1
22,Germany,Bachelors,Remote,Important,Low Priority,Low,Maybe,5,1,1
18,Germany,Bachelors,Freelance,Very Important,Medium Priority,Low,No,3,0,0
18,India,Bachelors,Office,Important,Low Priority,Low,Yes,5,1,0
20,Canada,High School,Freelance,Moderate,Low Priority,High,Yes,4,1,0
25,Germany,Bachelors,Remote,Less Important,Medium Priority,Low,No,2,0,1
19,Canada,Bachelors,Freelance,Very Important,Medium Priority,Medium,Maybe,3,0,1
21,UK,High School,Freelance,Very Important,Medium Priority,Medium,No,1,1,1
19,India,Bachelors,Office,Moderate,High Priority,Medium,Maybe,2,0,0
22,Singapore,Masters,Freelance,Very Important,Medium Priority,High,Yes,5,1,0
26,Germany,Masters,Freelance,Moderate,High Priority,High,Maybe,3,0,0
18,USA,Bachelors,Freelance,Very Important,Medium Priority,Medium,Yes,2,0,0
22,UK,Bachelors,Remote,Moderate,High Priority,Medium,No,1,0,1
26,Canada,High School,Remote,Important,Medium Priority,Medium,Maybe,1,0,0
18,Germany,Masters,Hybrid,Important,Medium Priority,Medium,Yes,5,0,0
26,India,High School,Remote,Important,Low Priority,Low,Maybe,4,0,0
25,Singapore,Masters,Remote,Very Important,Medium Priority,Medium,Yes,5,0,1
21,Australia,Bachelors,Hybrid,Moderate,Low Priority,High,Yes,3,0,0
29,Singapore,Bachelors,Hybrid,Moderate,Medium Priority,High,No,5,0,0
28,USA,Masters,Office,Less Important,Medium Priority,High,No,3,1,1
27,Canada,High School,Office,Important,Low Priority,High,Maybe,4,0,1
22,UK,Bachelors,Remote,Less Important,Low Priority,High,Yes,5,1,1
22,Singapore,Bachelors,Freelance,Important,High Priority,Medium,No,1,1,0
28,India,High School,Office,Less Important,Low Priority,Medium,Maybe,3,0,1
29,USA,Bachelors,Office,Important,High Priority,Low,No,3,0,0
23,India,Bachelors,Remote,Moderate,Medium Priority,Low,Maybe,1,1,0
24,Germany,Bachelors,Freelance,Important,Low Priority,Low,No,5,1,1
25,Australia,High School,Hybrid,Very Important,Low Priority,Medium,No,4,0,0
25,UK,Masters,Hybrid,Important,Medium Priority,Low,Yes,2,1,1
28,India,High School,Remote,Important,Medium Priority,Medium,Yes,5,0,1
19,Canada,High School,Remote,Moderate,Medium Priority,High,No,5,0,0
26,Germany,Bachelors,Freelance,Very Important,Medium Priority,Medium,Yes,3,0,0
24,Germany,High School,Remote,Moderate,Low Priority,Medium,No,3,0,0
21,UK,High School,Remote,Less Important,Medium Priority,High,Maybe,4,1,1
21,Germany,PhD,Remote,Less Important,Medium Priority,High,No,4,1,1
28,Canada,Bachelors,Freelance,Very Important,Low Priority,High,No,4,1,1
25,India,High School,Remote,Less Important,High Priority,Low,Maybe,1,0,1
21,UK,High School,Office,Very Important,Low Priority,Low,Maybe,2,0,0
23,Germany,Bachelors,Freelance,Important,High Priority,Low,Yes,2,0,1
22,Germany,Masters,Office,Less Important,Medium Priority,High,Maybe,4,0,0
20,Canada,Bachelors,Freelance,Important,Low Priority,Low,Yes,3,0,1
27,Australia,High School,Office,Moderate,Medium Priority,High,No,2,0,0
28,Australia,High School,Freelance,Less Important,Low Priority,High,Maybe,5,0,1
19,Singapore,High School,Hybrid,Moderate,High Priority,High,No,1,1,0
26,Germany,High School,Remote,Moderate,Low Priority,Low,Yes,3,1,0
27,India,Bachelors,Remote,Very Important,Medium Priority,Low,Maybe,1,0,1
26,UK,High School,Freelance,Moderate,Low Priority,High,Yes,5,1,1
18,Germany,Bachelors,Office,Very Important,Medium Priority,Low,Yes,2,0,1
27,USA,Bachelors,Hybrid,Very Important,Low Priority,Medium,Maybe,1,0,1
20,UK,Masters,Office,Very Important,High Priority,Low,Maybe,1,1,0
25,Singapore,Masters,Remote,Very Important,Low Priority,High,Yes,1,1,1
23,Australia,Bachelors,Remote,Very Important,Low Priority,High,Maybe,5,0,1
22,Germany,Bachelors,Office,Important,Low Priority,High,Yes,3,0,0
22,Canada,Bachelors,Freelance,Very Important,Low Priority,Medium,No,3,1,1
23,USA,Bachelors,Freelance,Less Important,High Priority,High,No,5,0,1
24,Germany,Bachelors,Office,Very Important,Medium Priority,High,Maybe,1,0,1
